ok	lemma	pos	rank	current	suggested	note
y	alcaldía	sustantivo	4715	Oficina donde trabaja el alcalde de una ciudad.	Oficina donde trabaja el alcalde de una ciudad.	agent ok [family flag: alcalde]
y	gloria	sustantivo	4716	Fama y honor que gana alguien por sus logros.	Fama y honor que gana alguien por sus logros.	agent ok
y	navegador	sustantivo	4718	Programa que permite ver páginas en internet.	Programa que permite ver páginas en internet.	agent ok
y	locura	sustantivo	4719	Estado de la mente que impide pensar con lógica.	Estado de la mente que impide pensar con lógica.	agent ok
y	determinación	sustantivo	4722	Decisión firme que alguien toma y cumple.	Decisión firme que alguien toma y cumple.	agent ok
y	liquidez	sustantivo	4724	Capacidad de convertir algo en dinero rápido.	Capacidad de convertir algo en dinero rápido.	agent ok
y	patronal	adjetivo	4725	Que pertenece a los dueños de las empresas.	Que pertenece a los dueños de las empresas.	agent ok
y	cerveza	sustantivo	4726	Bebida con alcohol hecha con cereales y plantas.	Bebida con alcohol, de color amarillo, que se hace con plantas.	agent ok
y	energético	adjetivo	4727	Que tiene relación con la energía o la produce.	Que tiene relación con la energía o la produce.	agent ok
y	intérprete	sustantivo	4728	Persona que pasa un mensaje de una lengua a otra.	Persona que pasa un mensaje de una lengua a otra.	agent ok
y	amistoso	adjetivo	4729	Partido entre equipos que no cuenta para nada.	Que trata a otros con cariño y buena voluntad.	agent fix: Wrong POS/sense: defines a friendly match (noun), and "no cuenta para nada" is misleading.
y	compuesto	sustantivo	4730	Sustancia formada por varios elementos juntos.	Sustancia formada por varios elementos juntos.	agent ok
y	aspiración	sustantivo	4731	Deseo fuerte de conseguir algo importante.	Deseo fuerte de conseguir algo importante.	agent ok
y	corporación	sustantivo	4733	Grupo grande de empresas que trabajan juntas.	Empresa muy grande o grupo de empresas.	agent fix: A corporation is usually one large company, not only a group of them.
y	protocolo	sustantivo	4734	Conjunto de reglas que rigen un acto formal.	Conjunto de reglas para actos oficiales.	agent ok
y	caliente	adjetivo	4735	Que tiene temperatura alta.	Que tiene temperatura alta.	agent ok
y	tirar	verbo	4737	Lanzar algo con fuerza hacia un lugar.	Lanzar algo con fuerza hacia un lugar.	agent ok
y	agresor	sustantivo	4739	Persona que hace daño a otra.	Persona que hace daño a otra.	agent ok
y	agricultura	sustantivo	4742	Actividad de trabajar la tierra para obtener alimentos.	Actividad de trabajar la tierra para obtener alimentos.	agent ok
y	cobre	sustantivo	4743	Metal de color rojo que conduce electricidad.	Metal de color rojo que conduce electricidad.	agent ok
y	aspirar	verbo	4745	Tener deseo de conseguir algo importante.	Tener deseo de conseguir algo importante.	agent ok
y	protestar	verbo	4750	Expresar oposición o queja de forma pública.	Expresar oposición o queja de forma pública.	agent ok
y	tecnológico	adjetivo	4751	Relacionado con los avances en máquinas y procesos.	Relacionado con los avances en máquinas y procesos.	agent ok
y	bonito	adjetivo	4754	Que resulta bueno a la vista.	Que resulta bueno a la vista.	agent ok
y	magistrado	sustantivo	4755	Juez que ocupa un alto cargo en la justicia.	Juez que ocupa un alto cargo en la justicia.	agent ok
y	sufrimiento	sustantivo	4757	Dolor o pena que una persona siente.	Dolor o pena que una persona siente.	agent ok
y	esencia	sustantivo	4758	Lo más importante de algo.	Lo más importante de algo.	agent ok
y	satisfecho	adjetivo	4759	Contento porque se cumplió lo que quería.	Contento porque se cumplió lo que quería.	agent ok
y	eventual	adjetivo	4760	Que puede ocurrir o no en el futuro.	Que puede ocurrir o no en el futuro.	agent ok
y	sólido	adjetivo	4762	Duro y firme en su estructura.	Duro y firme en su estructura.	agent ok
y	barrera	sustantivo	4763	Objeto o muro que impide el paso.	Objeto o muro que impide el paso.	agent ok
y	finca	sustantivo	4764	Terreno o edificio que alguien posee.	Terreno o edificio que alguien posee.	agent ok
y	copa	sustantivo	4772	Premio que se gana en una competición.	Objeto con pie que sirve para tomar vino.	agent fix: News sense (trophy); basic sense is a stemmed glass (vaso not in the book).
y	otoño	sustantivo	4773	Estación del año entre verano e invierno.	Estación del año entre verano e invierno.	agent ok
y	huevo	sustantivo	4774	Cuerpo que pone una ave y que se usa como alimento.	Cuerpo que ponen las aves y que se come.	agent fix: Agreement error: "una ave" must be "un ave".
y	aportación	sustantivo	4780	Cantidad que alguien da para un fin común.	Cantidad que alguien da para un fin común.	agent ok
y	fijar	verbo	4781	Colocar algo en un sitio de forma estable.	Colocar algo en un sitio de forma estable.	agent ok
y	maniobra	sustantivo	4782	Acción para conseguir un objetivo.	Movimiento para dirigir un vehículo o para lograr algo.	agent fix: "Acción para conseguir un objetivo" too vague; fits any action.
y	dama	sustantivo	4783	Mujer de clase alta.	Mujer de clase alta.	agent ok
y	manga	sustantivo	4784	Parte de la prenda que cubre el brazo.	Parte de la prenda que cubre el brazo.	agent ok
y	monarca	sustantivo	4785	Rey o reina que gobierna un país.	Rey o reina que gobierna un país.	agent ok
y	masacre	sustantivo	4789	Muerte violenta de muchas personas.	Muerte violenta de muchas personas.	agent ok
y	gestionar	verbo	4792	Organizar y dirigir un asunto o negocio.	Organizar y dirigir un asunto o negocio.	agent ok
y	paramilitar	adjetivo	4793	Grupo armado que actúa junto a fuerzas oficiales.	Que está organizado como un ejército sin serlo.	agent fix: Adjective defined as a noun ("Grupo armado...").
y	latinoamericano	adjetivo	4796	De los paises de sur y centro.	De los países americanos donde se habla español o portugués.	agent fix: "De los paises de sur y centro" is vague, lacks accent and noun.
y	ave	sustantivo	4797	Animal que tiene boca dura y puede volar.	Animal que nace de un huevo y suele volar.	agent fix: "boca dura" is unnatural and wrong for beak.
y	patente	sustantivo	4800	Documento oficial que protege una idea nueva.	Documento oficial que protege una idea nueva.	agent ok
y	descarga	sustantivo	4801	Acción de bajar datos de internet.	Acción de bajar datos de internet.	agent ok
y	comprender	verbo	4804	Entender el significado de algo.	Entender el significado de algo.	agent ok
y	oriental	adjetivo	4806	Que está o viene del este.	Que está o viene del este.	agent ok
y	sostenible	adjetivo	4807	Que se puede mantener sin hacer mal al ambiente.	Que se puede mantener sin hacer mal al ambiente.	agent ok
y	residuo	sustantivo	4809	Lo que queda tras un proceso o uso.	Lo que queda tras un proceso o uso.	agent ok
y	cristiano	adjetivo	4811	Que sigue la religion de dios.	Que sigue la religión de los católicos y otras iglesias.	agent fix: "religion de dios" lacks accent and fits Judaism and Islam too.
y	orgulloso	adjetivo	4812	Que siente satisfacción por algo propio o cercano.	Que siente satisfacción por algo propio o cercano.	agent ok
y	preparado	adjetivo	4813	Que está listo para actuar o usar.	Que está listo para actuar o usar.	agent ok
y	hincha	sustantivo	4814	Persona que apoya a un equipo deportivo.	Persona que apoya a un equipo deportivo.	agent ok
y	arquitectura	sustantivo	4818	Arte de hacer edificios y casas.	Arte de hacer edificios y casas.	agent ok
y	aceite	sustantivo	4823	Liquido que se usa en cocina o maquinas.	Líquido que se saca de plantas y se usa en la cocina.	agent fix: Missing accent ("Liquido"); machine-oil sense secondary.
y	expulsar	verbo	4824	Hacer salir a alguien de un lugar o grupo.	Hacer salir a alguien de un lugar o grupo.	agent ok
y	autoría	sustantivo	4826	Condición de quien crea una obra o hecho.	Condición de quien crea una obra o hecho.	agent ok
y	comprador	sustantivo	4827	Persona que compra algo a cambio de dinero.	Persona que paga dinero para obtener algo.	agent fix: Uses the headword's family ("compra").
y	permanencia	sustantivo	4828	Hecho de continuar en un lugar o situación.	Hecho de continuar en un lugar o situación.	agent ok
y	ancho	adjetivo	4830	Que tiene gran distancia de lado a lado.	Que tiene gran distancia de lado a lado.	agent ok
y	resumen	sustantivo	4831	Texto breve que recoge lo principal de algo.	Texto breve que recoge lo principal de algo.	agent ok
y	anciano	sustantivo	4832	Persona de mucha edad.	Persona de mucha edad.	agent ok
y	temer	verbo	4833	Sentir miedo ante un peligro posible.	Sentir miedo ante un peligro posible.	agent ok
y	apariencia	sustantivo	4834	Aspecto exterior de una persona o cosa.	Aspecto exterior de una persona o cosa.	agent ok
y	comparar	verbo	4835	Ver las diferencias y semejanzas entre cosas.	Ver en qué se parecen y en qué son distintas dos cosas.	agent ok
y	emocional	adjetivo	4837	Relacionado con los sentimientos intensos.	Relacionado con los sentimientos intensos.	agent ok
y	encuestado	sustantivo	4838	Persona que responde una encuesta.	Persona que responde las preguntas de un estudio de opinión.	agent fix: Uses family word "encuesta".
y	necesariamente	adverbio	4840	De forma obligada o inevitable.	De forma obligada o inevitable.	agent ok
y	relevante	adjetivo	4842	Que resulta importante o significativo.	Que resulta importante o significativo.	agent ok
y	amarillo	adjetivo	4844	De color similar al del sol.	De color similar al del sol.	agent ok
y	armamento	sustantivo	4846	Conjunto de armas y material militar de un grupo.	Conjunto de armas y material militar de un grupo.	agent ok
y	sorprendente	adjetivo	4848	Que causa sorpresa por ser raro.	Que llama la atención por ser raro o no esperado.	agent fix: Uses family word "sorpresa".
y	introducir	verbo	4850	Hacer entrar algo en un lugar o situación.	Hacer entrar algo en un lugar o situación.	agent ok
y	empatar	verbo	4853	Obtener el mismo resultado que el rival en un juego.	Obtener el mismo resultado que el rival en un juego.	agent ok
y	significado	sustantivo	4855	Idea o concepto que representa una palabra.	Idea o concepto que representa una palabra.	agent ok
y	católico	adjetivo	4856	Que sigue la religión con el papa como jefe.	Que sigue la religión con el papa como jefe.	agent ok
y	dulce	adjetivo	4857	Que tiene sabor parecido al del azúcar.	Que tiene sabor parecido al del azúcar.	agent ok
y	constantemente	adverbio	4859	De manera continua y sin parar.	De manera continua y sin parar.	agent ok
y	estatus	sustantivo	4860	Posición o nivel que alguien ocupa en un grupo.	Posición o nivel que alguien ocupa en un grupo.	agent ok
y	abuela	sustantivo	4861	Madre del padre o de la madre de una persona.	Madre del padre o de la madre de una persona.	agent ok
y	billete	sustantivo	4862	Papel que permite viajar en transporte público.	Papel que permite viajar en transporte público.	agent ok
y	instrucción	sustantivo	4864	Explicación que indica cómo hacer algo.	Explicación que indica cómo hacer algo.	agent ok
y	especializar	verbo	4868	Adquirir conocimientos en un campo.	Estudiar o trabajar a fondo en un campo concreto.	agent fix: "Adquirir conocimientos en un campo" misses the narrowing sense; fits aprender.
y	lección	sustantivo	4869	Clase que explica un tema.	Clase que explica un tema.	agent ok
y	boleto	sustantivo	4870	Papel que permite entrar a un evento.	Papel que permite entrar a un evento.	agent ok
y	nombramiento	sustantivo	4872	Acto de dar un cargo oficial.	Acto de dar un cargo oficial.	agent ok
y	rigor	sustantivo	4874	Precisión y cuidado en un trabajo.	Precisión y cuidado en un trabajo.	agent ok
y	portada	sustantivo	4877	Primera página de un libro o revista.	Primera página de un libro o revista.	agent ok
y	despedida	sustantivo	4878	Acto de decir adiós a alguien.	Acto de decir adiós a alguien.	agent ok
y	robar	verbo	4880	Tomar algo sin permiso.	Tomar algo que es de otro sin su permiso.	agent fix: "Tomar algo sin permiso" too vague; borrowing without asking fits.
y	sugerir	verbo	4881	Indica algo a otro para que lo piense o haga.	Indicar algo a otro para que lo piense o haga.	agent fix: Conjugated verb "Indica" instead of infinitive.
y	jonrón	sustantivo	4884	Golpe que envía la pelota muy lejos en el juego de béisbol.	Golpe que saca la pelota del campo y deja dar la vuelta.	agent fix: 16 words, over the 12-word limit
y	rescatar	verbo	4887	Saca a alguien de un peligro o situación difícil.	Sacar a alguien de un peligro o situación difícil.	agent fix: Conjugated verb "Saca" instead of infinitive.
y	sureste	sustantivo	4888	Dirección entre el sur y el este.	Dirección entre el sur y el este.	agent ok
y	zapato	sustantivo	4889	Pieza de ropa que cubre el pie y se cierra con cordones o hebillas.	Pieza de ropa que cubre y protege el pie.	agent ok
y	interpretar	verbo	4890	Explica o representa el sentido de algo.	Explicar o representar el sentido de algo.	agent fix: Conjugated verb "Explica" instead of infinitive.
y	carbón	sustantivo	4893	Material negro que se quema y da calor al prenderlo.	Material negro que se usa para dar calor y energía.	agent ok
y	guardar	verbo	4895	Mantiene algo en lugar seguro para usarlo más tarde.	Poner algo en un lugar seguro para después.	agent ok
y	crucial	adjetivo	4900	Que resulta muy importante o clave para algo.	Que resulta muy importante o clave para algo.	agent ok
y	treinta	numeral	4903	Número que sigue al veintinueve.	Tres veces diez.	agent ok
y	pistola	sustantivo	4905	Arma de fuego corta que se dispara con una mano.	Arma de fuego pequeña que se usa con una mano.	agent ok
y	excepcional	adjetivo	4906	Que supera notablemente a lo común o habitual.	Que es mucho mejor o más raro de lo normal.	agent ok
y	restricción	sustantivo	4907	Medida que limita o reduce algo permitido.	Medida que limita o reduce algo permitido.	agent ok
y	escasez	sustantivo	4908	Falta o insuficiencia de algo necesario.	Falta de algo que se necesita.	agent ok
y	plenamente	adverbio	4909	De manera total y sin ninguna falta.	De manera total y sin ninguna falta.	agent ok
y	extremadamente	adverbio	4915	En grado muy alto.	En grado muy alto.	agent ok
y	comerciante	sustantivo	4919	Persona que se dedica a comprar y vender cosas.	Persona que se dedica a comprar y vender cosas.	agent ok
y	docena	sustantivo	4922	Conjunto de doce unidades.	Conjunto de doce unidades.	agent ok
y	pronóstico	sustantivo	4923	Idea sobre un suceso futuro.	Anuncio de lo que se cree que va a pasar.	agent fix: "Idea sobre un suceso futuro" too vague (fits plan, deseo).
